"NUM_CNPJ_CPF","NOM_FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DAT_NOTA_FISCAL","VLR_NOTA","CATEGORIA","LOCAL ","UF LOCAL DA VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
"43212943000190","CIA TRANSAMÉRICA DE HOTÉIS - SÃO PAULO","SÃO PAULO","SP","00162600",12/12/2011,"847,5","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",02/12/2011,06/12/2011,"Agenda privada do Presidente Em Exercício;De  04 a 06 Dez.11:Cerimônia em Homenágem às Pessoas mais Destacadas do País com os tìtulos de Brasileiro do Ano, pela revista Isto É."
"88548011000151","TOB'S LANCHES SUL LTDA","PORTO ALEGRE","RS","125777",13/12/2011,1030,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",09/12/2011,14/12/2011,"13/12 - Cerimônia de entrega de equipamentos para estradas vicinais (PAC2) e  de Lnçamento da Rede Brasil Rural. 14/12 - Agenda Particular."
"08517199000131","C SCOTT COMÉRCIO DE ALIMENTOS LTDA","PORTO ALEGRE","RS","441",13/12/2011,6000,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",09/12/2011,14/12/2011,"13/12 - Cerimônia de entrega de equipamentos para estradas vicinais (PAC2) e  de Lnçamento da Rede Brasil Rural. 14/12 - Agenda Particular."
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1107249",14/12/2011,275,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",09/12/2011,14/12/2011,"13/12 - Cerimônia de entrega de equipamentos para estradas vicinais (PAC2) e  de Lnçamento da Rede Brasil Rural. 14/12 - Agenda Particular."
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1107262",14/12/2011,96,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",09/12/2011,14/12/2011,"13/12 - Cerimônia de entrega de equipamentos para estradas vicinais (PAC2) e  de Lnçamento da Rede Brasil Rural. 14/12 - Agenda Particular."
"91121004000183","CHURRASCARIA GARCIAS LTDA.","PORTO ALEGRE","RS","28653",14/12/2011,335,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",09/12/2011,14/12/2011,"13/12 - Cerimônia de entrega de equipamentos para estradas vicinais (PAC2) e  de Lnçamento da Rede Brasil Rural. 14/12 - Agenda Particular."
"08517199000131","C SCOTT COMÉRCIO DE ALIMENTOS LTDA","PORTO ALEGRE","RS","549",14/12/2011,1380,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",09/12/2011,14/12/2011,"13/12 - Cerimônia de entrega de equipamentos para estradas vicinais (PAC2) e  de Lnçamento da Rede Brasil Rural. 14/12 - Agenda Particular."
"67886622000130","ADM COMÉRCIO DE ALIMENTOS LTDA","SÃO PAULO","SP","267548",22/12/2011,351,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",20/12/2011,22/12/2011,"Celebração de Natal com os Catadores e População em Situação de Rua"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","18852",23/12/2011,"4030,71","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","13234",23/12/2011,"71,48","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","13232",23/12/2011,"701,41","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"03109168000128","UNIQUE SERVIÇOS DE HOTELARIA E ALIMENTAÇÃO","SÃO PAULO","SP","00057913",23/12/2011,1817,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",20/12/2011,22/12/2011,"Celebração de Natal com os Catadores e População em Situação de Rua"
"47508411044609","CIA BRASILEIRA DE DISTRIBUIÇÃO","SALVADOR","BA","15172",24/12/2011,"839,55","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"97422620007910","BOMPREÇO BAHIA SUPERMERCADOS LTDA","SALVADOR","BA","614854",26/12/2011,"375,92","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","13503",26/12/2011,"229,9","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","13501",26/12/2011,160,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","13502",26/12/2011,"387,42","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19206",28/12/2011,"543,79","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19180",28/12/2011,"784,43","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","13863",28/12/2011,"1006,44","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19299",29/12/2011,"867,1","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19261",29/12/2011,"1445,85","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19262",29/12/2011,"1650,42","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19372",30/12/2011,"1769,79","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","14130",30/12/2011,"41,97","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","14131",30/12/2011,"640,22","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"13463377000129","ANTÔNIO DA LUZ QUEIROZ","PARIPE","BA","2412",01/01/2012,80,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"13463377000129","ANTÔNIO DA LUZ QUEIROZ","PARIPE","BA","2416",02/01/2012,30,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19670",02/01/2012,"824,79","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19683",02/01/2012,"384,71","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"96836945000117","G MOTTA & CIA LTDA","SALVADOR","BA","04",02/01/2012,110,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19668",02/01/2012,"50,05","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"13463377000129","ANTÔNIO DA LUZ QUEIROZ","PARIPE","BA","2418",03/01/2012,75,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19722",03/01/2012,"516,03","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19720",03/01/2012,"21,06","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"07348911000153","COGEALI COMERCIO DE GENEROS ALIMENTÍCIOS LTDA","SALVADOR","BA","03",03/01/2012,"46,59","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"07348911000153","COGEALI COMERCIO DE GENEROS ALIMENTÍCIOS LTDA","SALVADOR","BA","262199",03/01/2012,"9,78","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"07348911000153","COGEALI COMERCIO DE GENEROS ALIMENTÍCIOS LTDA","SALVADOR","BA","67969",03/01/2012,"13,98","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19719",03/01/2012,"8,18","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19721",03/01/2012,"15,13","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"13463377000129","ANTÔNIO DA LUZ QUEIROZ","PARIPE","BA","2420",04/01/2012,30,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","14587",04/01/2012,"189,43","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"11965515000908","PERINE COMERCIAL DE ALILMENTOS LTDA","SALVADOR","BA","19759",04/01/2012,"188,92","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"96836945000117","G MOTTA & CIA LTDA","SALVADOR","BA","02",04/01/2012,250,"GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","14586",04/01/2012,"42,02","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"10979530000187","SUPERMERCADO DAMACENO LTDA ME","FAZENDA COUTOS","BA","20",05/01/2012,"17,55","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",22/12/2011,10/01/2012,"Agenda Privada: Viagem da Excelentíssima Senhora Presidenta da República à cidade de Salvador - BA"
"17314329000553","RA CATERING LTDA - THE COLLECTION-CUMBICA SP","SÃO PAULO","SP","11404",12/01/2012,"2461,2","FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",10/01/2012,12/01/2012,"Cermônia de ass.do termo de adesão do Prog. Minha Casa Minha Vida, p´Gov.Est.S.Paulo e Termo de Compromisso de constr. 97.000 un.hab. Faixa I"
"28506798000329","ACRÓPOLIS MARINA HOTEL","ANGRA DOS REIS","RJ","4958",18/01/2012,5244,"FORNECIMENTO DE ALIMENTAÇÃO","ANGRA DOS REIS","RJ",16/01/2012,18/01/2012,"Cerimônia de inauguração do Centro Municipal de Educação Infantil Júlia Moreira da Silva"
"07363122000191","LANCHONETE TONY E THAIS LTDA. ME","SÃO PAULO","SP","109",24/01/2012,2400,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",23/01/2012,25/01/2012,"Cewrimônia de entrega da Medalha 25 de janeiro, por ocasião das comemorações alusivas ao 458º aniversário de fundação da cidade de São Paulo.;"
"47508411093812","COMPANHIA BRASILEIRA DE DISTRIBUIÇÃO","SÃO PAULO","SP","067264",24/01/2012,"3,56","GENEROS DE ALIMENTAÇÃO","SÃO PAULO","SP",23/01/2012,25/01/2012,"Cewrimônia de entrega da Medalha 25 de janeiro, por ocasião das comemorações alusivas ao 458º aniversário de fundação da cidade de São Paulo.;"
"67886622000130","ADM COMÉRCIO DE ALIMENTOS LTDA","SÃO PAULO","SP","273880",25/01/2012,180,"FORNECIMENTO DE ALIMENTAÇÃO","SÃO PAULO","SP",23/01/2012,25/01/2012,"Cewrimônia de entrega da Medalha 25 de janeiro, por ocasião das comemorações alusivas ao 458º aniversário de fundação da cidade de São Paulo.;"
"91121004000183","CHURRASCARIA GARCIAS LTDA.","PORTO ALEGRE","RS","28722",26/01/2012,1612,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",23/01/2012,27/01/2012,"FORUM SOCIAL MUNDIAL"
"05150637000188","PRESS COMÉRCIO DE ALIMENTOS LTDA","PORTO ALEGRE","RS","5890",26/01/2012,200,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",23/01/2012,27/01/2012,"FORUM SOCIAL MUNDIAL"
"94629334000172","BRESCIA ALIMENTOS LTDA-PÃO NO CESTO","PORTO ALEGRE","RS","11762",26/01/2012,8415,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",23/01/2012,27/01/2012,"FORUM SOCIAL MUNDIAL"
"88548011000151","TOB'S LANCHES SUL LTDA","PORTO ALEGRE","RS","126015",26/01/2012,"929,4","FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",23/01/2012,27/01/2012,"FORUM SOCIAL MUNDIAL"
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","17211",27/01/2012,"4207,28","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",26/01/2012,30/01/2012,"Cerimônia do Dia Internacional em Memória das Vítimas do Holausto; Assinatura do Acôrdo p/ Saneamento da Bacia do Rio Camaçari."
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","17214",27/01/2012,"4991,42","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",26/01/2012,30/01/2012,"Cerimônia do Dia Internacional em Memória das Vítimas do Holausto; Assinatura do Acôrdo p/ Saneamento da Bacia do Rio Camaçari."
"47508411089203","CIA BRAS DE DISTRIB. - EXTRA","SALVADOR","BA","17315",28/01/2012,"417,54","GENEROS DE ALIMENTAÇÃO","SALVADOR","BA",26/01/2012,30/01/2012,"Cerimônia do Dia Internacional em Memória das Vítimas do Holausto; Assinatura do Acôrdo p/ Saneamento da Bacia do Rio Camaçari."
"10296988000131","GATO XADREZ - RESTAURANTE LTDA","SALVADOR","BA","3443",29/01/2012,"459,7","FORNECIMENTO DE ALIMENTAÇÃO","SALVADOR","BA",26/01/2012,30/01/2012,"Cerimônia do Dia Internacional em Memória das Vítimas do Holausto; Assinatura do Acôrdo p/ Saneamento da Bacia do Rio Camaçari."
"07021226000118","VANCEL-RESTAURANTE SABOR DA CASA LTDA","SALVADOR","BA","52306",30/01/2012,1550,"FORNECIMENTO DE ALIMENTAÇÃO","SALVADOR","BA",26/01/2012,30/01/2012,"Cerimônia do Dia Internacional em Memória das Vítimas do Holausto; Assinatura do Acôrdo p/ Saneamento da Bacia do Rio Camaçari."
"03422594000702","BRASTURINVEST INV TURISTICOS S/A - PESTANA","SALVADOR","BA","2892",30/01/2012,"1862,3","FORNECIMENTO DE ALIMENTAÇÃO","SALVADOR","BA",26/01/2012,30/01/2012,"Cerimônia do Dia Internacional em Memória das Vítimas do Holausto; Assinatura do Acôrdo p/ Saneamento da Bacia do Rio Camaçari."
"14352081000101","PEREIRA E LANGARO LTDA","ASSIS CHATEAUBRIAND","PR","51",31/01/2012,"527,85","FORNECIMENTO DE ALIMENTAÇÃO","ASSIS CHATEAUBRIAND","PR",30/01/2012,31/01/2012,"Velório do Exmo Sr. Deputado Federal Moacir Micheleto"
"07175115000166","D PAVI & CIA LTDA","ASSIS CHATEAUBRIAND","PR","71990",31/01/2012,1830,"FORNECIMENTO DE ALIMENTAÇÃO","ASSIS CHATEAUBRIAND","PR",30/01/2012,31/01/2012,"Velório do Exmo Sr. Deputado Federal Moacir Micheleto"
"81667636000193","TOMBINI KUSSIMIRSKI & CIA LTDA","CASCAVEL","PR","82566",31/01/2012,280,"FORNECIMENTO DE ALIMENTAÇÃO","ASSIS CHATEAUBRIAND","PR",30/01/2012,31/01/2012,"Velório do Exmo Sr. Deputado Federal Moacir Micheleto"
"82295882000124","PANIFICADORA E CONFEITARIA PAMPILE LTDA","CASCAVEL","PR","210614",31/01/2012,"150,36","FORNECIMENTO DE ALIMENTAÇÃO","ASSIS CHATEAUBRIAND","PR",30/01/2012,31/01/2012,"Velório do Exmo Sr. Deputado Federal Moacir Micheleto"
"10813929000193","GISLAINE PESSI & CIA LTDA","CASCAVEL","PR","1643",31/01/2012,195,"FORNECIMENTO DE ALIMENTAÇÃO","ASSIS CHATEAUBRIAND","PR",30/01/2012,31/01/2012,"Velório do Exmo Sr. Deputado Federal Moacir Micheleto"
"39346861006100","CONCUSUD BRASIL COMERCIAL LTDA","PAULO AFONSO","BA","049891",06/02/2012,"3824,36","GENEROS DE ALIMENTAÇÃO","PAULO AFONSO","BA",05/02/2012,08/02/2012,"Viagem Presidencial a Paulo Afonso e Floresta (PE), em visita às obras  do projeto de integração do Rio São Francisco."
"08286459000105","CICERA MARIA DA SILVA LIMA","MISSÃO VELHA","CE","29",07/02/2012,800,"FORNECIMENTO DE ALIMENTAÇÃO","JUAZEIRO DO NORTE","CE",05/02/2012,08/02/2012,"1- Visita `a obra do projeto de integração do Rio São Francisco;2- Visita à obra  da Ferrovia Transnordestina; 3 - Pernoite"
"33014556066880","LOJAS AMERICANAS S/A","PAULO AFONSO","BA","015591",07/02/2012,"5,16","GENEROS DE ALIMENTAÇÃO","PAULO AFONSO","BA",05/02/2012,08/02/2012,"Viagem Presidencial a Paulo Afonso e Floresta (PE), em visita às obras  do projeto de integração do Rio São Francisco."
"86784006000112","COMERCIAL DE ESTIVAS GRANDE RIO LTDA","PAULO AFONSO","BA","035049",07/02/2012,"128,4","GENEROS DE ALIMENTAÇÃO","PAULO AFONSO","BA",05/02/2012,08/02/2012,"Viagem Presidencial a Paulo Afonso e Floresta (PE), em visita às obras  do projeto de integração do Rio São Francisco."
"96804372000140","SAN MARINO HOTEL - ORGANIZAÇÃO HOTELEIRA JOMATEL LTDA","PAULO AFONSO","BA","003943",08/02/2012,"1220,5","FORNECIMENTO DE ALIMENTAÇÃO","PAULO AFONSO","BA",05/02/2012,08/02/2012,"Viagem Presidencial a Paulo Afonso e Floresta (PE), em visita às obras  do projeto de integração do Rio São Francisco."
"07027378000128","VERDES VALES LAZER HOTEL","JUAZEIRO DO NORTE","CE","1960",09/02/2012,1200,"FORNECIMENTO DE ALIMENTAÇÃO","JUAZEIRO DO NORTE","CE",05/02/2012,08/02/2012,"1- Visita `a obra do projeto de integração do Rio São Francisco;2- Visita à obra  da Ferrovia Transnordestina; 3 - Pernoite"
"07027378000128","VERDES VALES LAZER HOTEL","JUAZEIRO DO NORTE","CE","33879",09/02/2012,"1651,1","FORNECIMENTO DE ALIMENTAÇÃO","JUAZEIRO DO NORTE","CE",05/02/2012,08/02/2012,"1- Visita `a obra do projeto de integração do Rio São Francisco;2- Visita à obra  da Ferrovia Transnordestina; 3 - Pernoite"
"07646710000132","HIOCHABEL DUARTE RODRIGUES","JUAZEIRO DO NORTE","CE","1472",09/02/2012,11385,"FORNECIMENTO DE ALIMENTAÇÃO","JUAZEIRO DO NORTE","CE",05/02/2012,08/02/2012,"1- Visita `a obra do projeto de integração do Rio São Francisco;2- Visita à obra  da Ferrovia Transnordestina; 3 - Pernoite"
"07302125000387","PREMIER EMPRESA ALIMENTICIA LTDA - EPP","JUAZEIRO DO NORTE","CE","70606",09/02/2012,513,"FORNECIMENTO DE ALIMENTAÇÃO","JUAZEIRO DO NORTE","CE",05/02/2012,08/02/2012,"1- Visita `a obra do projeto de integração do Rio São Francisco;2- Visita à obra  da Ferrovia Transnordestina; 3 - Pernoite"
"10830949000172","COSMA FONSECA FIGUEREDO DA SILVA - ME","SALGUEIRO","PE","0721",09/02/2012,342,"FORNECIMENTO DE ALIMENTAÇÃO","SALGUEIRO","PE",05/02/2012,09/02/2012,"1-Mauriti-CE- Visita à obra do projeto de integração do Rio São Francisco,; 2 Jua-   zeiro do Norte - Pernoite e Visita à obra da Ferrovia Transnordestina."
"10830949000172","COSMA FONSECA FIGUEREDO DA SILVA - ME","SALGUEIRO","PE","719",09/02/2012,1980,"FORNECIMENTO DE ALIMENTAÇÃO","SALGUEIRO","PE",05/02/2012,09/02/2012,"1-Mauriti-CE- Visita à obra do projeto de integração do Rio São Francisco,; 2 Jua-   zeiro do Norte - Pernoite e Visita à obra da Ferrovia Transnordestina."
"04244994000142","RICARDO RUFINO CECILIO - ME","SALGUEIRO","PE","0268",09/02/2012,3240,"FORNECIMENTO DE ALIMENTAÇÃO","SALGUEIRO","PE",05/02/2012,09/02/2012,"1-Mauriti-CE- Visita à obra do projeto de integração do Rio São Francisco,; 2 Jua-   zeiro do Norte - Pernoite e Visita à obra da Ferrovia Transnordestina."
"04174787000169","TOLEDO JR LANCHES LTDA","RIO DE JANEIRO","RJ","55",13/02/2012,2320,"FORNECIMENTO DE ALIMENTAÇÃO","RIO DE JANEIRO","RJ",12/02/2012,13/02/2012,"Cerimônia de Posse da Presidenta da Petróeo Brasileiro S/A - PETROBRAS"
"93209765026426","WMS SUPERMERCADOS DO BR","CAXIAS DO SUL","RS","93851",15/02/2012,"31,84","GENEROS DE ALIMENTAÇÃO","CAXIAS DO SUL","RS",14/02/2012,16/02/2012,"Cerimônia oficial de abertura da 29ª Festa Nacional da Uva e 23ª Festa Agroindustrial, no Parque de Eventos da Festa da Uva."
"93209765026426","WMS SUPERMERCADOS DO BR","CAXIAS DO SUL","RS","93846",15/02/2012,"371,72","GENEROS DE ALIMENTAÇÃO","CAXIAS DO SUL","RS",14/02/2012,16/02/2012,"Cerimônia oficial de abertura da 29ª Festa Nacional da Uva e 23ª Festa Agroindustrial, no Parque de Eventos da Festa da Uva."
"93209765026426","WMS SUPERMERCADOS DO BR","CAXIAS DO SUL","RS","93849",15/02/2012,"50,4","GENEROS DE ALIMENTAÇÃO","CAXIAS DO SUL","RS",14/02/2012,16/02/2012,"Cerimônia oficial de abertura da 29ª Festa Nacional da Uva e 23ª Festa Agroindustrial, no Parque de Eventos da Festa da Uva."
"93209765026426","WMS SUPERMERCADOS DO BR","CAXIAS DO SUL","RS","93845",15/02/2012,"172,7","GENEROS DE ALIMENTAÇÃO","CAXIAS DO SUL","RS",14/02/2012,16/02/2012,"Cerimônia oficial de abertura da 29ª Festa Nacional da Uva e 23ª Festa Agroindustrial, no Parque de Eventos da Festa da Uva."
"93209765026426","WMS SUPERMERCADOS DO BR","CAXIAS DO SUL","RS","93848",15/02/2012,"171,46","GENEROS DE ALIMENTAÇÃO","CAXIAS DO SUL","RS",14/02/2012,16/02/2012,"Cerimônia oficial de abertura da 29ª Festa Nacional da Uva e 23ª Festa Agroindustrial, no Parque de Eventos da Festa da Uva."
"10899952000142","RESTAURANTE E LANCHERIA NOVO ARCOVERDE LTDA","CAXIAS DO SUL","RS","81",15/02/2012,595,"FORNECIMENTO DE ALIMENTAÇÃO","CAXIAS DO SUL","RS",14/02/2012,16/02/2012,"Cerimônia oficial de abertura da 29ª Festa Nacional da Uva e 23ª Festa Agroindustrial, no Parque de Eventos da Festa da Uva."
"09544647000159","MARBA & BOROWSKI LTDA","PORTO ALEGRE","RS","1389",15/02/2012,"73,5","FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",14/02/2012,17/02/2012,"Agenda Privada"
"09544647000159","MARBA & BOROWSKI LTDA","PORTO ALEGRE","RS","1397",15/02/2012,54,"FORNECIMENTO DE ALIMENTAÇÃO","PORTO ALEGRE","RS",14/02/2012,17/02/2012,"Agenda Privada"
