"NUM_CNPJ_CPF","NOM_FORNECEDOR","MUNICIPIO","UF","NUM_FISCAL","DAT_NOTA_FISCAL","VLR_NOTA","CATEGORIA","LOCAL ","UF LOCAL DA VIAGEM","DAT_INI","DAT_FIM","DSC_OBJETO_EVENTO"
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022467",19/08/2011,408,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022452",19/08/2011,408,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022451",19/08/2011,408,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022471",19/08/2011,408,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022465",19/08/2011,408,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022458",19/08/2011,408,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022454",19/08/2011,204,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022450",19/08/2011,204,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022463",19/08/2011,204,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022466",19/08/2011,204,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022469",19/08/2011,204,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022470",19/08/2011,204,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022472",19/08/2011,204,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"09664952000184","FLORENÇA HOTÉIS E TURISMO","SÃO JOSE DO RIO PRETO","SP","022456",19/08/2011,232,"HOSPEDAGENS","SÃO JOSÉ DO R. PRETO","SP",17/08/2011,19/08/2011,"Entrega de1.993 unidades habitacioinais (Residencial Nova Esperança - Módulos  I a IV )."
"04265226000175","SASSOURAT ADM HOTEL MONTESE","RESENDE","RJ","34742",20/08/2011,14589,"HOSPEDAGENS","RESENDE","RJ",17/08/2011,20/08/2011,"CeriMônia de entrega do Espadim (cadetes da Turma Bicentenário do Brigadeiro Sampaio)"
"03586356000228","LUSITÂNIA EMPREENDIMENTOS TURÍSTICOS LTDA","FORTALEZA","CE","8058",22/08/2011,1610,"HOSPEDAGENS","FORTALEZA","CE",08/08/2011,11/08/2011,"Cerimônia de inicio da terraplanagem da Cia. Siderúrgica do Pecém: Inaug.da cor-  reia transportadora de minério do Complexo Ind. do Porto de Pecém; Inaug. do novo Terminal de Múltiplo Uso, em Fortaleza."
"08998246000106","BOURBON IBIRAPUERA HOTEL & CONVENTION","SÃO PAULO","SP","00343030",22/08/2011,"19036,5","HOSPEDAGENS","SÃO PAULO","SP",16/08/2011,19/08/2011,"Lançamento do Programa Brasil  Sem Miséria, na Região Sudeste."
"53355004000310","IBIRAPUERA PARK HOTEL LTDA","SÃO PAULO","SP","00113437",22/08/2011,"28381,5","HOSPEDAGENS","SÃO PAULO","SP",16/08/2011,19/08/2011,"Lançamento do Programa Brasil  Sem Miséria, na Região Sudeste."
"08881090000189","SANTOS DUMONT INVEST. IMOBILIARIO S/A - NOVOTEL RJ SANTOS DUMONT","RIO DE JANEIRO","RJ","34583",23/08/2011,"907,2","HOSPEDAGENS","RESENDE","RJ",17/08/2011,20/08/2011,"CeriMônia de entrega do Espadim (cadetes da Turma Bicentenário do Brigadeiro Sampaio)"
"05632481000171","F. ANTÔNIO DA SILVA HOTEL","CARUARU","PE","5787",30/08/2011,"10811,22","HOSPEDAGENS","CUPIRA","PE",26/08/2011,30/08/2011,"ASSINATURA DE ORDENS DE SERVIÇO DAS BARRAGENS DE GATOS E PANELAS"
"10082261000151","MACIEL CARICIO E CIA LTDA","CARUARU","PE","2593",30/08/2011,1298,"HOSPEDAGENS","CUPIRA","PE",26/08/2011,30/08/2011,"ASSINATURA DE ORDENS DE SERVIÇO DAS BARRAGENS DE GATOS E PANELAS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9185",30/08/2011,423,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9180",30/08/2011,423,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9187",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9168",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9171",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9173",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9176",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9184",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9182",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9181",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9179",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9178",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9177",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9174",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9172",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9169",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9186",30/08/2011,489,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9167",30/08/2011,423,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"12815775000102","HOTUCAFRE-HOTEIS E TURISMO CALADO DE FREITAS LTDA","GARANHUNS","PE","9183",30/08/2011,423,"HOSPEDAGENS","GARANHUNS","PE",27/08/2011,30/08/2011,"AULA INAUGURAL DO CURSO DE MEDICINA DA UNIVERSIDADE DE PERNAMBUCO NO CAMPUS DE GARANHUNS"
"66542002003055","BLUE TREE PREMIUM MANAUS","MANAUS","AM","15644",31/08/2011,"247,86","HOSPEDAGENS","MANAUS","AM",20/08/2011,30/08/2011,"VIAGEM PRECURSORA"
"66542002003055","BLUE TREE PREMIUM MANAUS","MANAUS","AM","15642",31/08/2011,"247,86","HOSPEDAGENS","MANAUS","AM",20/08/2011,30/08/2011,"VIAGEM PRECURSORA"
"66542002003055","BLUE TREE PREMIUM MANAUS","MANAUS","AM","15645",31/08/2011,"273,36","HOSPEDAGENS","MANAUS","AM",20/08/2011,30/08/2011,"VIAGEM PRECURSORA"
"66542002003055","BLUE TREE PREMIUM MANAUS","MANAUS","AM","15641",31/08/2011,"273,36","HOSPEDAGENS","MANAUS","AM",20/08/2011,30/08/2011,"VIAGEM PRECURSORA"
"66542002003055","BLUE TREE PREMIUM MANAUS","MANAUS","AM","15643",31/08/2011,"273,36","HOSPEDAGENS","MANAUS","AM",20/08/2011,30/08/2011,"VIAGEM PRECURSORA"
"07497018000190","POUSADA ITATIAIA LTDA - ME HOTEL VERDES MARES","OURO BRANCO","MG","803",31/08/2011,9072,"HOSPEDAGENS","JECEABA","MG",29/08/2011,01/09/2011,"Inauguração do Complexo Siderurgico da VSB - Vallourec&Sumitomo Tubos do Brasil."
"00338915000616","PAULISTA PRAIA HOTEL S/A","RECIFE","PE","168238",31/08/2011,"10977,75","HOSPEDAGENS","RECIFE","PE",28/08/2011,30/08/2011,"Cerimônia de Inauguração da Empresa Contax Contact Center"
"23306087000478","ORGBRISTOL ORGANIZAÇÕES BRISTOL","BELO HORIZONTE","MG","5452",01/09/2011,"239,4","HOSPEDAGENS","JECEABA","MG",29/08/2011,01/09/2011,"Inauguração do Complexo Siderurgico da VSB - Vallourec&Sumitomo Tubos do Brasil."
"01020616000197","MAX SAVASSI ADMINISTRAÇÃO HOTELEIRA LTDA","BELO HORIZONTE","MG","12692",01/09/2011,2940,"HOSPEDAGENS","JECEABA","MG",29/08/2011,01/09/2011,"Inauguração do Complexo Siderurgico da VSB - Vallourec&Sumitomo Tubos do Brasil."
"33910613000115","ROYALTY BARRA HOTEL","RIO DE JANEIRO","RJ","017019",01/09/2011,"20061,75","HOSPEDAGENS","RIO DE JANEIRO","RJ",30/08/2011,01/09/2011,"Cerimônia de Inauguração da 15ª Bienal Inernacional do Livro no Rio de Janeiro/ 2011"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096938",02/09/2011,"836,68","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096947",02/09/2011,"836,68","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096959",02/09/2011,"836,68","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096958",02/09/2011,"836,68","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096952",02/09/2011,"836,68","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096946",02/09/2011,"994,24","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096919",02/09/2011,"836,68","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096917",02/09/2011,"418,34","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096951",02/09/2011,"785,07","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096923",02/09/2011,"785,07","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096934",02/09/2011,"994,24","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096940",02/09/2011,"836,68","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096942",02/09/2011,"627,51","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096932",02/09/2011,"627,51","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096918",02/09/2011,"994,24","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096922",02/09/2011,"836,68","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096924",02/09/2011,"209,17","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096929",02/09/2011,"209,17","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096931",02/09/2011,"209,17","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096926",02/09/2011,"209,17","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096962",02/09/2011,"209,17","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096925",02/09/2011,"209,17","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096961",02/09/2011,"209,17","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
"92784537000108","PREDIAL E ADMINISTRADORA  HOTEIS PLAZA S/A-SAN RAFAEL","PORTO ALEGRE","RS","1096930",02/09/2011,"209,17","HOSPEDAGENS","PORTO ALEGRE","RS",29/08/2011,02/09/2011,"Porto Alegre:Pernoite PR;ESTEIO:34ª EXPOINTER-Exp.Intern. de Animais,Máquinas,Implementos  e Produtos Agropecuarios em Esteio; CANOAS: Lançamento de 100 novos leitos do Hosp.Univ.da ULBRA(Univ.Luterana do Bra-  sil"
